nameID,movieID
351,4270458
352,119654
352,209958
352,93058
352,109707
353,145487
353,6938828
353,5649144
353,7984734
354,119217
354,3659388
354,407887
354,134119
355,2488496
355,2527336
355,76759
355,86190
357,329717
357,96943
357,92513
357,110146
358,469494
358,104691
358,443272
358,217505
359,250077
359,64425
359,65848
359,60475
360,104389
360,89941
360,86200
360,309698
361,86984
361,80661
361,99165
361,120832
362,117008
362,98621
362,103776
362,91877
363,2935510
363,7959026
363,112384
363,119177
364,52847
364,56093
364,54759
364,52918
365,111507
365,841044
365,112471
365,381681
366,283832
366,61395
366,168629
366,59646
367,99334
367,120744
367,99699
367,103594
368,107290
368,90756
368,7653254
368,2305051
369,129387
369,375679
369,97240
369,4003440
370,29583
370,48280
370,46183
370,34492
371,92718
371,110913
371,107949
371,56758
372,95488
372,119528
372,110428
372,90466
373,117731
373,92455
373,120844
373,111280
374,73486
374,167261
374,87182
374,99528
375,371746
375,1300854
375,988045
375,4154796
376,106080
376,118691
376,98546
376,837562
377,76095
377,75860
377,73195
377,113862
378,112679
378,496343
378,119217
378,5592146
379,145487
379,1527186
379,110148
379,110367
380,118632
380,86423
380,1872194
380,316356
381,108757
381,92099
381,443706
381,88000
382,120255
382,273435
382,1352824
382,2326612
383,1790885
383,2392830
383,4919484
383,112130
384,107688
384,121164
384,367594
384,119654
385,1517451
385,5655222
385,286716
385,98206
386,116629
386,120685
386,319262
386,1628841
387,87800
387,329101
387,95742
387,93629
388,93058
388,114369
388,324216
388,95647
389,1441912
389,308055
389,3294746
389,100994
390,114436
390,103772
390,108162
390,118577
391,119738
391,2404639
391,109592
391,122541
392,108778
392,84652
392,1754944
392,1823059
393,1466074
393,74937
393,93779
393,281322
394,114694
394,118708
394,115697
394,106598
395,106145
395,174378
395,104409
395,90685
396,79285
396,74812
396,82136
396,91024
398,443272
398,109830
398,98384
398,76729
399,114369
399,443706
399,2267998
399,1285016
400,110308
400,119654
400,120655
400,88680
401,133093
401,234215
401,1598778
401,327056
402,76759
402,2527336
402,86190
402,80684
403,120324
403,105414
403,107843
403,139414
404,67309
404,62711
404,76245
404,77362
405,107302
405,844441
405,116225
405,1951266
406,45061
406,32551
406,33729
406,31971
407,116629
407,266697
407,373474
407,118688
408,117731
408,120844
408,111280
408,253754
409,120616
409,375679
409,209163
409,13833688
410,280707
410,434409
410,120514
410,371724
411,103064
411,165710
411,120586
411,107130
412,240772
412,1981128
412,99674
412,349903
413,132347
413,117979
413,382932
413,243655
414,84805
414,75860
414,72431
414,85970
415,117998
415,93437
415,320970
415,88128
416,88846
416,71853
416,1054606
416,81633
418,93409
418,122151
418,97733
418,1190080
419,57869
419,56663
419,58898
419,59592
420,95953
420,8613070
420,102059
420,107144
421,116695
421,316465
421,114069
421,119822
422,1179933
422,101410
422,1024648
422,1907668
423,2358891
423,89598
423,104123
423,89271
424,314331
424,276751
424,109831
424,125439
425,97108
425,446750
425,1702429
425,92929
426,92890
426,91042
426,87985
426,21823606
427,119396
427,228333
427,69897
427,71517
428,4972
428,10484
428,6864
428,9968
429,96463
429,86984
429,99165
429,91983
430,91949
430,94137
430,87928
430,98966
431,350258
431,106469
431,109642
431,84434
432,67116
432,265666
432,105695
432,71360
433,93437
433,95519
433,90021
433,91445
435,378194
435,94291
435,88161
435,83658
436,119488
436,388125
436,104389
436,185014
437,2356777
437,117318
437,110632
437,5027774
438,800308
438,183659
438,120382
438,112384
439,4834206
439,460649
439,2267998
439,120201
440,118749
440,189990
440,1282224
440,126098
441,88323
441,92115
441,76984
441,77215
442,1640459
442,83658
442,91209
442,401792
443,81375
443,93693
443,116313
443,64117
444,95031
444,2229499
444,99422
444,113862
445,114814
445,166924
445,112697
445,88944
446,79522
446,94074
446,88960
446,159730
447,102250
447,77089
447,105017
447,87507
448,90605
448,107076
448,370263
448,103644
449,114508
449,228333
449,190138
449,120841
450,1560747
450,379725
450,292963
450,472062
451,97351
451,114011
451,116242
451,98554
452,109686
452,103512
452,106770
452,116130
453,120737
453,167260
453,88846
453,382932
454,64276
454,90756
454,111257
454,114898
455,93748
455,98554
455,88847
455,90305
456,92699
456,107822
456,328538
456,5462602
457,87803
457,78748
457,80678
457,1340800
458,399146
458,120738
458,80360
458,92699
459,81283
459,1103987
459,115639
459,343737
460,94964
460,110357
460,2094766
460,2975590
461,120201
461,100802
461,81455
461,92099
462,85088
462,73972
462,84293
462,59978
463,376994
463,113189
463,120903
463,185371
464,1714915
464,412019
464,88184
464,5247022
465,144117
465,165710
465,124819
465,120577
466,344510
466,211915
466,101700
466,112682
467,86759
467,72730
467,1853728
467,8946378
468,82398
468,81738
468,77716
468,88395
469,3748528
469,6105098
469,97351
469,86190
470,86879
470,91225
470,91042
470,118971
471,111301
471,101272
471,106220
471,89424
472,26138
472,23245
472,21884
472,24894
473,75686
473,337741
473,356680
473,82979
474,2562232
474,1895587
474,4276820
474,96895
475,97733
475,90585
475,71577
475,79268
476,92569
476,102138
476,3216866
476,70735
477,277371
477,387877
477,115986
477,285331
478,86927
478,87903
478,90327
478,2797190
479,60028
479,84726
479,92007
479,102975
480,120863
480,822854
480,100758
480,119099
481,117731
481,9086228
481,1981115
481,82158
482,78740
482,71464
482,81249
482,77497
483,91203
483,113855
483,120604
483,106950
484,80455
484,67716
484,86491
484,118747
485,57345
485,22100
485,17136
485,27652
486,87800
486,111686
486,94490
486,13444912
487,107156
487,190332
487,454876
487,808357
488,109506
488,105219
488,102915
488,99978
489,121765
489,120737
489,70917
489,167261
490,97216
490,104797
490,91939
490,9777644
491,203009
491,162677
491,120177
491,117509
492,3460252
492,105414
492,108122
492,109642
493,53604
493,104348
493,53291
493,78966
494,97165
494,412142
494,107616
494,106226
495,218967
495,163025
495,120647
495,112442
496,1322269
496,101540
496,116367
496,110632
497,112178
497,120586
497,133189
497,106100
498,267913
498,133189
498,1033575
498,331632
500,243017
500,2209418
500,102943
500,1065073
501,99685
501,97351
501,272207
501,91983
502,88763
502,101272
502,96438
502,106220
503,94331
503,105265
503,310952
503,120490
505,168501
505,208003
505,2083355
505,181984
506,98904
506,2390361
506,1759761
506,462128
507,90060
507,1291580
507,86066
507,105793
508,97742
508,108160
508,119115
508,98844
509,21814
509,24894
509,31951
509,24188
510,107048
510,98724
510,109831
510,102070
511,86425
511,53604
511,48750
511,98384
512,119051
512,118688
512,108778
512,111201
513,116282
513,175880
513,1586680
513,118749
514,3460252
514,266697
514,114508
514,86567
515,375063
515,103919
515,114194
515,492044
516,71054
516,81859
516,81558
516,96061
517,77405
517,69762
517,478304
517,5827916
518,107206
518,120601
518,94947
518,120744
519,93223
519,120202
519,104348
519,120885
520,140352
520,369339
520,104691
520,83190
521,82100
521,143145
521,112573
521,1194616
522,117500
522,56758
522,364828
522,98749
523,108757
523,288477
523,1174730
523,417148
524,106387
524,94006
524,101921
524,109198
525,114906
525,498353
525,118971
525,247638
526,115759
526,144084
526,108255
526,100436
527,63374
527,72251
527,74174
527,60424
528,89489
528,119395
528,92797
528,102130
529,112950
529,140352
529,106375
529,1767372
530,2372162
530,2741602
530,91790
530,98627
531,116282
531,5027774
531,1748122
531,181875
532,66921
532,111280
532,80025
532,373883
533,8806524
533,92455
533,91369
533,112060
534,92099
534,90329
534,94608
534,93467
535,1077258
535,155776
535,462322
535,158552
536,8690918
536,112178
536,934814
536,2817246
537,57115
537,63688
537,70511
537,62765
538,106145
538,105690
538,375912
538,118880
540,78846
540,59170
540,59474
540,75376
541,94715
541,116313
541,91877
541,107120
542,106519
542,1655442
542,99938
542,99615
543,53804
543,48545
543,67065
543,49261
544,36881
544,35916
544,39277
544,37295
545,436697
545,280707
545,1245526
545,975645
546,93058
546,112760
546,1345836
546,108122
547,316654
547,120679
547,175880
547,241303
548,57733
548,73273
548,76981
548,71868
549,79574
549,76752
549,82398
549,86034
550,112178
550,2372162
550,253754
550,203946
551,119738
551,1322269
551,372532
551,96487
552,117218
552,92644
552,443489
552,86960
553,362269
553,108052
553,1601913
553,429493
554,107290
554,4698684
554,104850
554,163025
555,88847
555,90060
555,92106
555,1300851
556,77631
556,81777
556,86494
556,119094
557,89893
557,92644
557,5073058
557,
558,80339
558,102510
558,95705
558,120901
559,92007
559,102975
559,88170
559,796366
560,1291584
560,118564
560,102713
560,120863
561,93774
561,183057
561,199096
561,160323
562,280707
562,284978
562,116191
562,162360
563,118688
563,105323
563,108333
563,190865
564,56172
564,63227
564,332452
564,81568
565,96332
565,285333
565,241303
565,107983
566,114319
566,421715
566,1655420
566,113071
567,87803
567,48918
567,498637
567,1785318
568,74028
568,80684
568,63951
568,86190
569,138097
569,120148
569,116191
569,1300854
570,116250
570,95647
570,77928
570,92563
571,1245526
571,439100
571,318997
571,790736
572,159206
572,1261945
572,1000774
572,356680
573,162822
573,92342
573,73984
573,80319
574,272207
574,93437
574,480255
574,120179
575,96542
575,85333
575,92925
575,106689
576,327056
576,315733
576,1013753
576,112818
577,54698
577,60177
577,57917
577,68663
578,54215
578,86154
578,91799
578,65528
579,3973768
579,411477
579,167190
579,92319
580,98749
580,119116
580,103893
580,7131622
581,42192
581,41587
581,56937
581,69281
582,99685
582,81398
582,1302006
582,104952
583,82096
583,89092
583,88323
583,114069
584,92718
584,89114
584,83564
584,92488
585,112178
585,94433
585,117731
585,93260
586,242653
586,114608
586,120082
586,234215
587,82495
587,77651
587,62512
587,57115
588,89218
588,91557
588,115639
588,96018
589,9278110
589,1595859
589,5037914
589,2359024
590,1772264
590,21321726
590,8381734
590,1663656
591,71315
591,74811
591,1139328
591,1692486
592,114814
592,840361
592,119567
592,1375666
593,185183
593,405325
593,116695
593,312528
594,98749
594,1558182
594,2334593
594,5722298
595,75393
595,77000
595,68853
595,71455
596,8404614
596,88846
596,120347
596,3750872
597,116629
597,1628841
597,94012
597,116922
598,297884
598,319262
598,186151
598,93260
599,112384
599,118771
599,101761
599,120633
600,145487
600,83907
600,106308
600,99365
601,87332
601,107048
601,83131
601,478311
602,87781
602,81283
602,64115
602,74119
603,783233
603,1372686
603,104454
603,892318
604,299658
604,841046
604,2015381
604,118749
605,109446
605,118636
605,112757
605,117665
606,110413
606,95250
606,122690
606,383216
607,90500
607,89791
607,94744
607,251640
608,118749
608,76729
608,82136
608,117765
609,110912
609,163988
609,120755
609,363547
610,181984
610,346156
610,499549
610,219699
611,107290
611,100814
611,119567
611,259685
612,143145
612,120201
612,120890
612,314331
613,361217
613,187393
613,115433
613,1932718
614,95016
614,102798
614,408236
614,177789
615,117666
615,75596
615,100419
615,307987
616,89941
616,1791528
616,468569
616,1320253
617,90264
617,83630
617,88103
617,165598
618,90756
618,20215234
618,104070
618,106881
619,114287
619,3460252
619,110912
619,133152
620,401792
620,1125849
620,92563
620,1228705
621,82340
621,3460252
621,84787
621,116225
622,413300
622,120890
622,80408
622,98093
623,2872718
623,155267
623,117438
623,122151
624,98724
624,100405
624,102744
624,118364
625,94582
625,93779
625,90768
625,4481322
626,116905
626,95082
626,87004
626,119657
627,105151
627,116191
627,102900
627,217629
628,27589772
628,926129
628,159276
628,117887
629,314331
629,2802144
629,196229
629,110989
630,1895587
630,458525
630,368008
630,404030
631,3659388
631,83658
631,103074
631,172495
632,98904
632,389790
632,14914430
632,2314952
633,1595859
633,80240
633,119360
633,98966
634,78841
634,57012
634,57413
634,72081
635,96486
635,107930
635,156807
635,6893696
636,10095582
636,20711868
636,8632012
636,14297038
637,104573
637,107840
637,109035
637,118900
638,98382
638,84726
638,88170
638,92007
639,86567
639,91949
639,88847
639,139362
640,407887
640,69762
640,1441912
640,78788
641,109830
641,105046
641,112384
641,395843
642,92455
642,111280
642,117731
642,375679
643,78748
643,118884
643,92099
643,66026
644,88206
644,91877
644,89470
644,93936
645,110622
645,377471
645,758754
645,110074
646,65374
646,73972
646,5033998
646,94791
648,120611
648,102526
648,106697
648,105812
649,102803
649,963194
649,99685
649,113987
650,113855
650,119707
650,97742
650,117723
651,247425
651,74285
651,80549
651,1454029
652,2741602
652,402711
652,98724
652,2395427
653,117731
653,1628841
653,111280
653,253754
654,165854
654,109045
654,1385826
654,81573
656,114746
656,144214
656,108122
656,104691
657,433383
657,443272
657,831387
657,119488
658,89755
658,1322269
658,84707
658,458352
659,62994
659,86619
659,117057
659,70903
660,88323
660,12623434
660,3222644
660,6557704
661,1951264
661,414387
661,67309
661,66026
662,285331
662,183649
662,790686
662,1527186
663,119558
663,119094
663,426883
663,203975
664,92890
664,99653
664,102685
664,114682
666,3488298
666,1457767
666,116594
666,
667,107653
667,1201607
667,451279
667,466909
668,114388
668,2140373
668,107943
668,314331
669,99810
669,93640
669,1922777
669,109190
670,88763
670,5039578
670,1727381
670,1758772
671,117666
671,120324
671,243133
671,219965
672,85244
672,88683
672,86154
672,106452
673,104952
673,1125849
673,247425
673,207201
674,319262
674,91326
674,406759
674,411951
675,103772
675,114898
675,106918
675,120148
676,266915
676,120812
676,1045658
676,293564
677,115963
677,190865
677,112950
677,146675
678,88011
678,91738
678,82089
678,111127
679,119174
679,1441912
679,384537
679,328538
680,120201
680,437086
680,162661
680,120856
681,452594
681,1078940
681,396269
681,364725
682,93870
682,389557
682,3716530
682,120201
683,119177
683,111732
683,80491
683,41061
684,106145
684,758746
684,2637276
684,1334102
685,64665
685,118615
685,68473
685,89941
686,77416
686,264464
686,114194
686,427327
687,118771
687,117666
687,107665
687,104257
688,1628841
688,2267998
688,106977
688,338096
689,114694
689,101745
689,430634
689,99582
690,84865
690,410975
690,88930
690,57950
691,126604
691,69089
691,387575
691,95270
692,100403
692,98257
692,96889
692,100114
693,93870
693,102511
693,100502
693,86856
694,93191
694,27503384
694,87884
694,101458
695,96446
695,120483
695,90521
695,98260
696,92005
696,84649
696,103112
696,92455
697,53604
697,53291
