movieID,genreID
7687138,1
7687160,7
7687160,11
7687174,10
7687174,7
7687198,1
7687250,15
7687254,1
7687332,10
7687332,12
7687346,10
7687346,7
7687372,1
7687498,1
7687768,1
7688086,6
7688086,11
7688130,2
7688134,1
7688258,2
7688420,1
7688428,2
7688584,2
7688638,6
7688694,2
7688812,6
7688836,10
7688836,16
7688836,12
7688864,6
7688864,1
7688892,2
7688918,1
7688988,10
7688988,7
7688988,11
7689012,10
7689052,10
7689052,6
7689052,11
7689182,12
7689186,1
7689208,2
7689238,12
7689310,6
7689324,2
7689328,7
7689328,14
7689328,2
7689366,2
7689424,2
7689424,17
7689484,14
7689484,2
7689532,7
7689532,4
7689532,8
7689548,7
7689548,2
7689548,3
7689654,6
7689654,5
7689712,2
7689842,2
7689906,11
7689906,1
7689906,12
7689908,2
7689910,2
7689912,2
7689924,14
7689924,2
7689926,11
7689926,2
7689928,1
7689932,7
7689932,1
7689934,2
7689936,2
7689940,2
7689946,2
7689950,6
7689950,1
7689956,2
7689958,14
7689958,2
7689960,2
7689964,14
7689964,2
7689966,14
7689966,6
7689966,2
7689974,2
7689974,17
7689986,10
7689986,7
7689986,1
7690016,6
7690016,11
7690016,1
7690020,1
7690020,5
7690022,1
7690022,5
7690024,2
7690026,2
7690058,2
7690076,1
7690110,1
7690166,2
7690190,17
7690190,13
7690214,1
7690310,10
7690328,6
7690328,4
7690344,1
7690466,1
7690466,4
7690478,2
7690478,4
7690478,5
7690522,2
7690550,1
7690550,12
7690554,9
7690558,7
7690558,15
7690558,12
7690638,14
7690638,1
7690638,3
7690640,11
7690640,1
7690640,9
7690644,14
7690644,2
7690644,4
7690670,10
7690670,11
7690670,12
7690678,1
7690718,13
7690762,15
7690762,9
7690762,12
7690774,6
7690774,1
7690774,4
7690878,2
7690880,1
7690900,8
7690900,15
7690900,13
7691060,6
7691060,1
7691200,6
7691384,6
7691432,1
7691438,6
7691438,1
7691456,1
7691520,14
7691520,2
7691520,19
7691572,10
7691572,1
7691572,18
7691620,1
7691646,1
7691670,1
7691818,1
7691818,12
7691890,1
7691890,17
7691988,2
7692010,1
7692082,6
7692132,1
7692212,1
7692294,1
7692354,1
7692390,2
7692392,14
7692392,2
7692434,10
7692434,1
7692434,12
7692504,7
7692504,2
7692822,6
7692822,15
7692822,12
7692824,6
7692832,5
7692840,2
7692940,10
7692966,1
7692968,1
7693000,2
7693096,1
7693096,18
7693128,2
7693164,2
7693236,1
7693316,10
7693316,14
7693316,1
7693434,2
7693508,2
7693550,2
7693580,12
7693920,6
7693920,20
7693958,20
7694056,2
7694066,2
7694088,2
7694204,2
7694278,2
7694278,19
7694484,6
7694484,1
7694546,10
7694546,1
7694546,8
7694570,14
7694570,2
7694570,19
7694738,6
7694738,1
7694738,9
7694870,1
7694870,12
7694898,10
7694898,6
7694898,1
7695014,10
7695014,11
7695014,1
7695300,11
7695300,5
7695300,12
7695522,1
7695522,15
7695522,12
7695574,1
7696006,6
7696064,1
7696134,1
7696222,10
7696222,1
7696222,5
7696328,2
7696448,2
7696494,7
7696494,2
7696494,3
7696776,1
7696794,1
7696798,2
7696912,4
7696914,14
7696914,2
7696914,1
7696926,2
7696928,2
7696948,14
7696948,2
7697038,1
7697060,6
7697060,1
7697132,1
7697310,17
7697344,20
7697348,1
7697426,11
7697426,1
7697440,1
7697440,5
7697474,6
7697680,10
7697680,1
7697854,2
7697870,2
7698134,2
7698370,2
7698370,17
7698422,6
7698468,14
7698468,11
7698468,1
7698660,2
7698670,2
7698718,15
7698718,9
7698812,1
7698812,5
7698930,10
7698934,2
7698982,6
7698982,1
7698982,5
7699008,12
7699038,4
7699038,20
7699170,1
7699198,10
7699198,11
7699198,9
7699202,1
7699244,1
7699244,12
7699256,6
7699256,1
7699262,7
7699262,13
7699266,2
7699274,1
7699284,1
7699286,2
7699316,1
7699320,6
7699322,22
7699326,4
7699326,9
7699336,6
7699348,7
7699348,9
7699376,1
7699412,12
7699488,2
7699638,2
7700268,6
7700268,1
7700268,13
7700282,6
7700282,5
7700358,1
7700408,1
7700504,10
7700542,2
7700680,6
7700694,2
7700730,1
7700730,5
7700752,2
7700760,2
7700762,2
7700804,2
7700812,2
7700814,1
7700818,2
7701014,2
7701016,1
7701080,2
7701096,10
7701096,21
7701134,10
7701134,9
7701134,5
7701164,2
7701288,6
7701288,1
7701288,8
7701388,2
7701550,2
7701578,6
7701592,1
7701598,1
7701630,6
7701646,2
7701650,2
7701712,6
7701722,7
7701722,4
7701726,11
7701790,12
7701796,10
7701796,5
7701808,7
7701808,16
7701808,4
7701854,1
7701854,5
7701906,6
7702098,11
7702098,1
7702156,10
7702194,1
7702230,1
7702230,4
7702276,1
7702294,2
7702314,2
7702334,6
7702336,11
7702336,9
7702336,12
7702382,6
7702746,7
7702746,4
7702780,2
7702816,1
7702854,4
7702886,1
7702888,2
7702896,1
7702930,2
7702970,1
7703002,1
7703070,11
7703070,1
7703070,12
7703882,1
7703898,1
7703914,1
7703924,11
7703924,1
7703924,5
7703930,1
7703948,1
7703966,1
7703980,1
7704004,10
7704056,7
7704060,2
7704104,2
7704336,2
7704346,1
7704346,15
7704346,12
7704382,2
7704382,20
7704382,18
7704386,2
7704392,12
7704398,2
7704424,10
7704554,2
7704558,1
7704572,2
7704614,2
7704632,2
7704726,2
7704794,1
7704884,10
7704902,18
7705046,1
7705066,1
7705106,13
7705108,2
7705110,6
7705110,4
7705110,5
7705124,1
7705196,2
7705202,1
7705202,4
7705202,12
7705204,2
7705214,2
7705224,2
7705242,1
7705250,7
7705250,4
7705280,1
7705280,5
7705378,1
7705378,5
7705466,2
7705468,2
7705474,6
7705474,1
7705476,1
7705514,1
7705564,1
7705674,2
7705674,19
7705682,2
7705694,10
7705694,6
7705694,4
7705702,10
7705740,1
7705790,5
7705824,22
7705840,1
7705874,1
7705888,2
7706034,6
7706042,1
7706168,2
7706168,9
7706382,1
7706834,2
7707046,2
7707050,2
7707070,2
7707108,7
7707108,1
7707314,6
7707372,6
7707484,6
7707692,1
7707866,2
7707922,2
7707950,10
7707950,7
7707950,19
7707988,1
7707988,4
7708146,12
7708168,2
7708168,3
7708202,2
7708320,11
7708320,1
7708320,9
7708364,1
7708376,6
7708376,12
7708450,2
7708450,4
7708450,19
7708470,6
7708470,15
7708476,2
7708510,6
7708510,5
7708510,13
7708628,2
7708648,1
7708660,6
7708734,4
7708768,2
7708788,2
7708886,2
7708908,19
7708926,2
7708960,7
7708960,8
7708960,15
7708992,2
7709002,6
7709002,5
7709046,6
7709046,8
7709174,1
7709174,5
7709376,6
7709376,1
7709400,6
7709400,5
7709408,4
7709460,11
7709460,1
7709460,8
7709642,1
7709642,20
7709662,14
7709662,2
7709662,19
7709664,14
7709664,1
7709664,19
7709726,1
7709728,7
7709728,20
7709746,11
7709746,1
7709750,10
7709776,2
7709776,19
7709790,10
7709790,11
7709790,1
7709804,1
7709804,15
7709804,9
7709860,11
7709860,1
7710082,2
7710126,1
7710126,13
7710132,10
7710132,1
7710160,6
7710268,2
7710290,2
7710328,9
7710328,12
7710334,2
7710360,5
7710382,9
7710446,1
7710476,2
7710486,18
7710490,1
7710524,2
7710530,1
7710588,6
7710588,1
7710588,5
7710592,1
7710632,1
7710678,2
7710710,1
7710726,1
7710730,2
7710806,2
7710832,2
7710836,2
7710836,19
7710864,2
7710908,2
7711052,2
7711070,1
7711090,1
7711170,1
7711170,9
7711170,12
7711182,1
7711200,2
7711268,2
7711306,1
7711336,2
7711338,2
7711342,10
7711342,1
7711350,4
7711350,8
7711764,15
7711828,2
7711900,2
7712168,2
7712246,2
7712252,6
7712252,4
7712304,2
7712362,2
7712376,15
7712420,1
7712468,1
7712564,2
7712586,2
7712622,2
7712622,19
7712688,2
7712698,2
7712698,17
7712710,2
7712736,14
7712736,2
7712736,19
7712746,15
7712746,12
7712766,6
7712772,2
7712806,15
7712806,12
7712820,2
7713032,2
7713068,10
7713068,6
7713068,11
7713158,2
7713166,2
7713210,2
7713244,2
7713246,1
7713246,8
7713246,15
7713264,2
7713290,2
7713306,2
7713308,15
7713338,2
7713366,2
7713378,2
7713388,1
7713388,15
7713388,13
7713508,15
7713534,23
7713628,2
7713628,19
7713690,1
7713712,2
7713712,1
7713758,16
7713790,6
7713810,14
7713810,12
7713810,18
7714070,20
7714132,12
7714298,11
7714392,2
7714396,6
7714448,6
7714510,12
7714514,12
7714518,2
7714592,2
7714682,1
7714694,1
7714720,1
7714736,1
7714770,1
7714802,1
7714802,5
7714878,6
7714878,1
7714916,1
7715070,6
7715070,4
7715070,19
7715158,2
7715160,5
7715170,4
7715170,9
7715176,1
7715192,10
7715192,8
7715192,15
7715194,6
7715194,1
7715202,10
7715202,1
7715210,1
7715226,2
7715240,2
7715244,6
7715270,1
7715270,12
7715372,1
7715988,1
7715988,9
7715988,5
7716006,2
7716026,15
7716056,10
7716056,7
7716056,6
7716120,11
7716120,1
7716120,5
7716132,2
7716142,22
7716148,2
7716360,2
7716362,12
7716416,1
7716424,1
7716430,5
7716470,5
7716470,12
7716542,12
7716568,6
7716590,1
7716654,2
7716654,17
7716754,2
7716806,2
7717042,7
7717090,2
7717146,2
7717184,2
7717204,13
7717316,11
7717316,1
7717404,1
7717440,10
7717440,7
7717440,16
7717452,6
7717730,12
7717764,4
7717796,2
7717820,18
7717826,4
7717878,18
7717906,2
7717990,15
7718070,6
7718100,11
7718100,1
7718114,1
7718144,14
7718144,2
7718186,1
7718284,1
7718286,10
7718286,11
7718286,1
7718310,2
7718320,1
7718322,1
7718340,1
7718402,1
7718412,2
7718448,1
7718504,2
7718586,7
7718586,6
7718586,11
7718636,10
7718648,6
7718702,1
7718778,2
7718822,2
7718854,2
7718856,1
7718894,1
7719124,10
7719186,7
7719186,6
7719186,4
7719206,2
7719262,2
7719286,2
7719328,1
7719336,10
7719336,6
7719454,2
7719620,1
7719698,2
7719868,2
7719878,2
7719916,1
7719976,1
7719976,17
7720054,1
7720124,1
7720142,10
7720142,12
7720204,1
7720204,5
7720214,1
7720254,1
7720284,2
7720346,1
7720584,12
7720600,12
7720604,12
7720608,14
7720608,2
7720608,19
7720616,1
7720630,1
7720640,1
7720722,2
7720736,10
7720736,7
7720736,2
7720786,2
7720830,2
7720898,2
7720922,1
7720954,2
7721040,7
7721040,1
7721068,2
7721068,3
7721076,6
7721076,5
7721550,6
7721550,1
7721552,2
7721580,6
7721580,1
7721580,5
7721656,8
7721676,1
7721676,5
7721678,5
7721688,1
7721698,5
7721708,1
7721720,10
7721742,15
7721754,10
7721778,1
7721794,10
7721800,10
7721800,6
7721800,1
7721808,4
7721820,10
7721836,10
7721904,10
7721946,10
7721946,6
7721946,1
7721954,10
7721972,1
7721996,1
7722032,6
7722032,17
7722130,12
7722156,12
7722162,10
7722172,1
7722174,10
7722174,7
7722178,16
7722184,11
7722252,2
7722258,10
7722258,12
7722434,2
7722480,1
7722484,5
7722492,1
7722548,1
7722938,2
7722966,1
7723022,1
7723022,9
7723022,12
7723374,10
7723374,7
7723374,8
7723506,1
7723902,1
7724108,2
7724146,6
7724146,2
7724288,6
7724312,2
7724312,1
7724322,1
7724462,2
7724494,14
7724516,1
7724516,4
7724516,17
7724596,2
7724634,1
7724656,2
7724770,1
7724770,13
7724850,11
7724850,1
7724874,6
7724874,15
7725008,2
7725070,2
7725112,14
7725112,2
7725208,15
7725340,2
7725374,1
7725374,9
7725384,1
7725384,19
7725384,5
7725440,2
7725504,10
7725504,7
7725504,6
7725532,4
7725532,8
7725546,1
7725566,2
7725596,6
7725596,1
7725620,11
7725626,10
7725626,1
7725692,15
7725692,12
7725890,16
7725890,4
7725976,1
7726030,1
7726074,10
7726074,1
7726074,5
7726136,1
7726162,2
7726254,1
7726376,1
7726384,1
7726392,6
7726394,1
7726398,1
7726414,2
7726470,1
7726500,2
7726508,2
7726530,6
7726584,1
7726702,5
7726732,2
7728166,10
7728200,2
7728200,18
7728220,13
7728410,17
7728736,2
7728788,6
7728792,1
7728792,5
7728832,1
7728860,2
7729968,16
7730042,10
7730042,6
7730102,10
7730102,1
7730102,21
7730172,1
7730172,17
7730204,18
7730376,7
7730376,6
7730376,1
7730472,10
7730492,6
7730630,1
7730856,1
7730884,13
7730900,2
7730908,2
7730908,19
7730928,1
7730928,8
7730928,5
7731068,1
7731132,6
7731132,1
7731132,5
7731134,2
7731314,2
7731512,1
7731610,6
7731718,2
7731718,17
7731862,7
7731862,4
7731866,1
7731894,1
7731990,1
7731992,2
7732018,1
7732100,1
7732240,2
7732348,2
7732438,2
7732486,1
7732486,9
7732524,15
7732550,1
7732584,2
7732652,6
7732652,1
7732718,2
7732754,6
7732844,20
7732868,2
7732942,10
7732942,11
7733034,2
7733204,20
7733224,1
7733224,9
7733224,12
7733392,6
7733416,1
7733416,20
7733426,1
7733440,10
7733440,7
7733504,20
7733584,12
7733818,2
7733860,2
7734022,12
7734034,10
7734034,16
7734034,6
7734218,10
7734218,6
7734218,11
7734238,14
7734238,1
7734238,5
7734336,2
7734538,2
7734566,2
7734662,1
7734664,1
7734664,3
7734698,2
7734702,2
7734702,19
7734738,10
7734738,1
7734738,21
7734758,2
7734764,1
7734794,1
7734990,1
7735442,6
7735442,1
7735462,10
7735462,7
7735462,16
7735492,1
7735492,19
7735492,18
7735494,1
7735496,14
7735496,6
7735496,2
7735498,1
7735502,1
7735502,12
7735508,6
7735516,2
7735686,2
7735870,6
7735870,2
7735932,1
7736042,15
7736104,15
7736114,2
7736144,1
7736148,2
7736194,1
7736212,20
7736218,2
7736368,12
7736478,14
7736478,11
7736478,1
7736488,6
7736492,6
7736496,4
7736496,8
7736496,20
7736536,1
7736536,5
7736550,6
7736564,1
7736564,5
7736658,2
7736780,2
7736922,2
7736944,6
7736944,2
7736944,19
7736946,2
7736964,1
7736968,6
7736968,1
7736986,1
7737022,6
7737022,12
7737224,1
7737224,9
7737224,5
7737394,10
7737394,11
7737394,1
7737398,2
7737434,8
7737434,15
7737434,12
7737502,14
7737502,2
7737502,17
7737528,10
7737528,7
7737528,11
7737640,6
7737640,11
7737640,1
7737656,15
7737656,12
7737686,8
7737704,1
7737704,8
7737704,5
7737728,1
7737728,19
7737734,1
7737734,15
7737734,9
7737786,10
7737786,12
7737800,11
7737800,1
7737800,9
7737848,6
7737848,5
7737928,6
7737928,1
7737928,5
7737964,2
7738048,10
7738048,11
7738048,1
7738120,1
7738138,2
7738144,1
7738330,1
7738330,19
7738330,3
7738362,13
7738450,6
7738450,1
7738490,3
7738536,1
7738536,5
7738536,13
7738542,1
7738558,6
7738594,10
7738594,1
7738594,12
7738596,2
7738698,14
7738704,15
7738712,2
7738732,1
7738752,2
7738784,1
7738784,4
7738796,2
7738842,1
7738908,20
7738930,15
7739054,14
7739054,2
7739058,2
7739200,1
7739200,17
7739420,11
7739420,12
7739454,2
7739456,6
7739864,2
7740160,2
7740204,13
7740282,2
7740284,6
7740284,1
7740284,5
7740334,6
7740334,9
7740342,15
7740386,1
7740496,11
7740496,1
7740496,12
7740502,2
7740502,19
7740510,1
7740510,15
7740510,9
7740522,1
7740554,1
7740572,1
7740630,1
7740804,2
7741118,13
7741160,2
7741250,7
7741250,8
7741252,2
7741270,1
7741270,13
7741270,12
7741284,14
7741284,2
7741294,2
7741322,19
7741388,15
7741526,2
7741530,15
7741602,1
7741602,12
7741736,2
7741736,1
7741816,17
7741846,2
7741866,12
7741894,12
7741896,2
7741984,6
7741986,1
7741986,19
7742010,4
7742072,15
7742092,1
7742096,15
7742104,1
7742108,14
7742108,2
7742276,2
7742276,1
7742276,9
7742540,1
7742656,6
7742656,1
7742656,5
7742704,1
7743114,1
7743114,5
7743120,6
7743120,1
7743272,2
7743400,1
7743428,1
7743428,5
7743580,2
7743588,6
7743588,8
7743912,1
7744082,1
7744192,10
7744192,7
7744192,6
7744246,1
7744742,2
7744800,2
7744802,6
7744802,4
7744814,1
7744822,2
7744826,10
7744832,1
7744848,2
7744870,2
7744876,2
7744880,2
7744930,1
7744940,15
7745044,6
7745044,5
7745062,2
7745062,1
7745062,4
7745068,10
7745068,7
7745068,16
7745080,15
7745080,12
7745080,21
7745338,2
7745422,7
7745422,2
7745898,1
7745940,2
7745974,2
7745976,2
7745980,2
7745984,2
7745984,24
7746112,1
7746238,14
7746238,1
7746238,17
7746270,2
7746330,1
7746432,10
7746494,10
7746496,2
7746590,1
7746590,19
7746606,2
7746652,2
7746654,2
7746658,2
7746676,2
7746710,10
7746710,5
7746728,6
7746728,8
7746762,6
7746832,2
7746878,2
7746986,1
7747108,2
7747208,10
7747208,13
7747294,10
7747294,13
7747306,6
7747306,2
7747306,5
7747308,2
7747308,19
7747310,2
7747310,17
7747310,20
7747312,2
7747454,4
7747456,2
7747694,2
7747694,17
7747770,1
7747770,17
7747770,20
7747788,6
7747788,9
7747788,12
7747826,2
7747892,2
7747990,2
7748076,7
7748076,2
7748154,6
7748180,11
7748180,1
7748180,5
7748196,6
7748218,1
7748218,9
7748218,12
7748226,6
7748226,5
7748244,10
7748244,6
7748244,11
7748336,6
7748426,6
7748432,1
7748432,8
7748432,15
7748462,2
7748478,1
7748490,6
7748494,4
7748494,20
7748494,5
7748510,6
7748512,1
7748538,1
7748610,2
7748716,2
7748726,10
7748726,1
7748726,5
7748852,2
7748912,6
7749040,6
7749050,2
7749142,6
7749210,2
7749282,11
7749282,9
7749282,12
7749892,2
7749928,6
7750088,10
7750224,2
7750416,2
7750518,2
7750632,10
7750632,6
7750948,2
7750988,6
7751038,2
7751192,6
7751192,1
7751192,4
7751272,1
7751290,2
7751306,4
7751320,1
7751348,2
7751392,2
7751440,1
7751440,4
7751456,10
7751456,7
7751456,6
7751500,2
7751542,2
7751716,2
7751716,19
7751722,19
7751732,1
7751756,2
7752098,2
7752098,1
7752100,15
7752100,12
7752126,1
7752126,15
7752126,9
7752258,1
7752302,15
7752454,10
7752454,6
7752454,9
7752576,1
7752620,4
7752684,20
7752684,5
7752692,15
7752816,6
7752816,1
7752826,2
7752842,2
7752858,6
7752862,2
7752864,7
7752864,19
7752876,2
7752880,1
7752880,5
7752888,2
7752900,2
7752906,1
7752906,4
7752930,1
7753012,2
7753046,14
7753046,2
7753046,19
7753056,1
7753094,6
7753158,1
7753176,6
7753176,4
7753176,8
7753216,2
7753224,1
7753242,17
7753244,2
7753296,1
7753296,12
7753342,2
7753342,1
7753342,20
7753502,11
7753502,1
7753540,1
7753990,2
7754222,1
7754284,1
7754284,9
7754486,5
7754496,14
7754496,2
7754496,17
7754528,2
7754534,1
7754534,15
7754540,6
7754540,15
7754564,2
7754722,2
7754726,2
7754842,2
7754864,2
7755066,1
7755302,2
7755344,1
7755344,19
7755344,18
7755354,1
7755520,2
7755856,6
7755880,10
7755880,7
7755880,8
7755946,2
7756082,6
7756084,6
7756084,4
7756084,5
7756184,1
7756214,1
7756320,11
7756390,5
7756434,4
7756440,14
7756494,10
7756494,6
7756494,1
7756510,10
7756526,2
7757028,1
7757028,12
7757042,2
7757506,10
7757506,6
7757506,11
7757590,1
7757610,1
7757632,2
7757634,1
7757676,1
7757678,6
7757684,1
7757688,1
7757688,5
7757688,12
7757746,17
7757746,5
7757754,1
7757818,10
7757818,6
7757818,11
7757844,2
7757874,7
7757874,2
7757972,10
7757972,11
7757972,1
7758028,2
7758132,2
7758160,10
7758160,12
7758326,1
7758352,2
7758418,2
7758480,2
7758504,6
7758504,12
7758540,2
7758562,2
7758576,9
7758576,12
7758620,2
7758620,17
7758748,1
7758748,9
7758794,1
7758794,15
7758872,2
7758898,1
7758898,15
7758948,7
7758948,4
7758954,10
7758954,11
7758954,12
7759002,1
7759002,20
7759030,2
7759054,1
7759054,19
7759206,1
7759300,1
7759320,5
7759320,13
7759320,12
7759346,2
7759362,6
7759362,8
7759362,15
7759436,2
7759456,6
7759456,2
7759562,10
7759562,6
7759626,6
7759626,11
7759652,1
7759652,4
7759670,1
7759744,2
7759898,1
7759898,5
7759992,2
7760056,1
7760056,5
7760076,12
7760082,10
7760082,11
7760082,1
7760084,6
7760084,11
7760156,2
7760208,2
7760216,1
7760292,1
7760398,1
7760850,1
7760890,1
7761002,1
7761014,1
7761014,12
7761088,1
7761124,1
7761156,1
7761312,2
7761318,17
7761420,14
7761420,2
7761458,1
7761590,1
7761808,1
7762194,1
7762194,5
7762298,2
7762320,1
7762348,5
7762356,2
7762424,1
7762424,5
7762434,6
7762434,1
7762434,18
7762444,6
7762454,6
7762454,1
7762462,12
7762484,2
7762488,1
7762506,1
7762506,9
7762506,12
7762514,2
7762526,14
7762526,2
7762542,1
7762542,5
7762616,1
7762710,1
7762746,2
7762748,1
7762772,6
7762772,1
7762772,17
7762820,2
7762850,1
7762882,2
7762946,4
7762958,6
7762958,13
7762976,1
7762982,10
7762982,14
7762982,1
7763020,14
7763020,1
7763028,2
7763144,2
